locality,time_idx,index,cfb,lat,lon,temp,wd,elev,rh,pcuring,day,ros,year,month,hfi,tfc0,sfl,bui_lag2,bui,cfl,sfc0,dmc_lag5,dmc,sfc,dmc_lag7,bui_lag4,bfc,tfc,isi,bui_lag5,fwi_lag7,cfb_lag1,cfb_lag2,cfb_lag3,cfb_lag5,cfb_lag6,cfb_lag7,dmc_lag1,dmc_lag2,dmc_lag3,dmc_lag6,temp_lag1,temp_lag2,temp_lag3,temp_lag5,temp_lag6,temp_lag7,tfc_lag1,tfc_lag2,tfc_lag3,tfc_lag5,tfc_lag6,tfc_lag7,ros_lag1,ros_lag2,ros_lag3,ros_lag5,ros_lag6,ros_lag7,pcuring_lag1,pcuring_lag2,pcuring_lag3,pcuring_lag5,pcuring_lag6,pcuring_lag7,bfc_lag1,bfc_lag2,bfc_lag3,bfc_lag5,bfc_lag6,bfc_lag7,hfi_lag1,hfi_lag2,hfi_lag3,hfi_lag5,hfi_lag6,hfi_lag7,fire_occurrence
Cleardale,21,99218.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,22.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,22,99219.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,23.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,23,99220.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,24.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,24,99221.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,25.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,25,99222.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,26.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,26,99223.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,27.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,27,99224.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,28.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,28,99225.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,29.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,29,99226.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,30.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,30,99227.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,31.0,8.13000011,2023.0,7.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,31,99228.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,1.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,32,99229.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,2.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,33,99230.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,3.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,34,99231.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,4.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,35,99232.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,5.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,36,99233.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,6.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,37,99234.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,7.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,38,99235.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,8.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,39,99236.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,9.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,40,99237.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,10.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,41,99238.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,11.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,42,99239.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,12.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,43,99240.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,13.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,44,99241.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,14.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,45,99242.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,15.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,46,99243.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,16.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,47,99244.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,17.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,48,99245.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,18.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
Cleardale,49,99246.0,0.0,56.28374877512954,-119.33606857512953,25.7339993,256.0,609.0,24.0,40.0,19.0,8.13000011,2023.0,8.0,4634.0,1.89999998,6.51978016,88.1080017,88.1080017,0.25080439400000004,1.89999998,63.8149986,63.8149986,1.89999998,63.8149986,88.1080017,0.35000000000000003,1.89999998,13.567999799999999,88.1080017,36.3030014,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0,0
